Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
603,277,152,80,408,342,633,143,704,328
824,52,789,293,344,173,269,445,81,689
707,476,859,478,753,372,861,613,461,650
741,219,291,156,837,80,283,73,646,251
340,577,974,847,480,697,413,415,957,293
302,979,434,122,369,585,639,494,964,659
812,90,592,143,306,200,209,741,859,310
311,427,798,527,295,545,585,824,129,272
243,561,600,951,379,831,417,241,562,225
994,29,179,259,779,882,503,979,507,945
395,280,927,122,542,458,506,431,805,730
97,305,649,224,955,868,551,457,239,347
471,287,128,538,105,383,334,970,401,252
370,876,980,941,603,759,914,175,810,67
57,704,123,998,894,614,985,290,645,37
759,630,883,437,707,945,924,612,520,281
130,811,899,34,698,459,914,733,83,830
641,452,892,868,582,751,629,964,8,622
866,344,884,824,63,722,154,844,163,162
360,531,155,181,9,458,409,29,968,417
747,944,16,668,904,106,367,573,425,973
856,198,629,777,274,930,809,335,227,328
588,597,521,130,940,820,88,827,503,4
551,256,887,710,969,17,256,305,816,307
164,875,920,392,463,974,624,63,367,647
49,412,894,234,214,283,182,152,864,242
671,841,145,844,668,330,925,529,589,998
564,547,116,727,575,117,458,301,653,800
33,644,61,869,961,987,870,394,501,168
177,552,103,941,380,469,463,16,783,627
759,409,24,322,808,399,624,317,288,225
269,653,583,309,658,991,949,946,127,982
633,369,687,400,771,903,780,305,404,998
35,375,73,183,109,7,72,208,222,670
340,317,896,457,269,731,190,713,738,519
188,761,563,680,920,913,675,211,372,983
817,266,262,228,187,322,766,218,656,680
793,937,18,721,276,224,769,467,420,246
913,78,186,866,225,716,100,110,130,150
96,865,718,337,804,530,994,198,834,822
772,5,608,870,985,144,760,983,518,229
484,778,415,18,716,280,942,237,835,913
545,515,133,472,787,689,85,274,263,534
830,615,253,102,355,589,525,310,319,346
429,621,733,30,995,392,279,294,533,539
925,103,636,699,808,826,48,191,413,490
527,233,115,424,683,165,482,22,313,626
53,815,587,674,738,986,728,9,259,19
479,414,734,18,185,973,341,190,522,375
185,694,976,733,962,534,990,926,829,468
604,50,276,572,704,24,867,382,185,871
222,999,549,769,796,387,136,29,273,564
636,828,400,690,947,625,637,65,400,674
71,382,192,38,32,329,905,915,3,622
134,679,758,121,701,66,400,446,802,833
435,742,18,436,272,438,625,463,905,418
997,625,635,56,317,773,698,458,669,785
131,7,10,27,259,283,721,114,206,763
111,50,294,372,732,437,621,854,885,101
38,365,645,282,105,676,442,692,19,830
690,553,84,465,889,148,636,513,241,465
572,656,679,213,68,498,864,488,300,160
23,59,187,284,755,535,28,623,184,536
959,526,826,471,388,940,577,355,1000,355
526,680,52,279,672,965,828,194,570,85
53,725,207,311,194,164,747,753,72,207
993,201,799,162,526,83,655,369,761,437
112,571,849,946,314,130,125,9,752,897
138,425,550,257,54,79,632,376,712,586
660,388,920,969,972,695,359,409,208,84
289,50,755,291,290,168,912,496,13,108
973,275,600,657,662,989,585,957,186,86
365,84,636,949,553,486,514,725,142,321
254,984,863,858,693,932,887,565,92,538
436,15,185,930,718,839,355,538,854,565
28,116,718,332,528,964,893,167,223,572
643,285,557,584,448,849,171,48,627,461
149,763,714,786,297,580,950,722,461,546
629,391,865,590,689,209,562,961,332,791
356,86,364,452,278,698,694,74,380,527
804,744,781,184,66,270,843,806,447,530
20,946,432,395,162,675,671,716,379,49
398,501,633,483,524,30,853,79,503,521
863,83,280,782,256,330,993,594,794,550
288,392,311,78,162,770,369,53,164,136
507,531,519,694,997,964,158,783,501,652
267,250,802,220,649,296,880,331,120,960
62,447,815,509,663,684,449,494,73,531
552,634,488,424,683,846,362,918,305,96
737,467,945,324,726,129,331,558,531,315
345,576,789,964,679,814,549,133,276,22
198,996,138,929,950,560,281,2,92,452
546,24,597,423,578,405,754,550,427,281
226,563,455,626,715,815,153,10,50,311
978,760,431,641,757,754,574,369,515,392
622,503,969,603,345,408,933,868,481,54
541,415,674,781,30,998,355,241,4,190
427,32,43,543,370,115,291,482,262,755
473,88,782,713,603,722,140,410,711,372
262,995,303,895,31,160,782,16,639,427
807,995,835,502,592,666,789,130,30,877
128,23,706,25,395,452,60,14,844,429
128,621,127,829,490,836,76,827,570,415
431,511,943,105,358,560,639,318,309,712
478,898,328,868,570,622,548,242,818,220
863,683,589,74,193,633,765,862,673,536
352,60,13,527,186,514,652,695,231,710
87,788,711,903,257,756,439,482,477,590
802,542,443,46,64,802,455,286,489,873
337,505,531,667,666,843,433,216,272,864
689,516,201,661,611,705,729,107,912,114
8,201,5,934,520,759,724,613,552,961
697,956,585,48,618,906,620,636,640,137
852,995,372,775,853,722,818,463,554,277
613,564,223,993,290,669,290,672,446,932
687,273,744,730,665,781,120,617,384,64
878,513,836,755,581,200,435,58,714,993
319,449,570,16,60,420,860,387,274,176
118,888,736,732,510,461,87,341,593,979
868,566,610,956,372,742,601,757,95,155
328,574,803,280,60,649,961,65,496,665
889,911,539,891,557,863,11,986,446,729
778,313,415,141,106,900,193,174,551,178
999,406,897,926,456,257,98,820,228,590
177,295,505,29,389,836,245,208,947,111
292,451,596,590,38,530,283,798,662,560
995,356,879,88,450,993,623,685,362,588
561,517,802,626,703,653,338,71,385,509
563,365,63,210,36,92,744,577,920,64
529,209,541,943,167,888,934,98,36,955
703,817,896,400,174,539,883,273,927,726
242,523,787,770,900,195,621,661,909,644
434,750,544,233,887,801,118,514,599,755
445,787,65,593,66,306,562,743,607,947
887,61,887,554,261,251,823,957,602,506
380,160,9,482,564,754,673,945,774,503
540,416,176,349,587,519,960,649,137,718
211,820,422,624,285,734,956,836,496,513
596,843,241,999,276,127,840,48,288,583
790,841,399,442,4,278,479,445,71,479
194,712,269,842,38,759,528,776,468,588
82,408,108,637,793,498,991,876,216,501
916,818,346,600,18,900,101,500,783,597
846,737,460,721,865,624,746,863,288,274
384,227,878,522,653,494,241,977,329,749
867,220,908,605,603,283,581,836,903,659
970,961,385,488,772,492,229,245,604,122
661,378,954,779,512,770,149,861,801,141
320,755,158,933,794,409,28,814,484,694
67,386,160,128,692,634,945,326,244,717
890,651,502,46,485,862,729,95,65,950
499,410,118,785,584,733,457,149,990,505
795,41,505,230,718,823,692,135,575,700
251,383,106,294,199,457,801,168,451,364
960,503,558,672,258,432,746,676,997,595
795,694,142,931,620,282,346,743,150,449
451,142,629,513,934,947,454,372,519,199
564,782,408,967,885,556,663,501,765,401
242,979,694,983,31,515,863,871,830,699
448,223,65,574,445,133,523,731,913,439
551,913,204,290,38,34,835,206,151,483
842,120,251,404,869,558,475,828,122,755
525,511,957,917,634,471,881,624,705,764
331,140,238,633,439,612,90,529,300,72
764,9,540,206,614,620,548,878,673,510
683,346,319,81,350,552,253,22,903,890
156,103,192,820,90,174,659,243,338,694
318,340,638,754,496,255,980,519,976,140
119,758,665,794,30,218,391,266,454,573
235,104,149,543,362,486,672,494,512,878
53,769,930,536,376,586,722,375,106,636
100,954,629,113,652,547,925,495,163,469
264,135,19,11,808,190,504,125,542,946
17,318,463,755,520,317,361,766,478,288
104,338,37,641,51,805,363,706,9,717
189,665,135,241,155,691,678,412,594,12
368,376,496,369,839,321,521,273,926,369
437,495,777,850,649,518,551,700,130,20
516,349,598,261,506,632,935,144,153,40
893,871,451,145,41,71,713,299,152,914
551,405,912,165,306,650,659,406,830,221
974,762,648,84,829,50,870,564,37,230
825,105,722,571,239,980,860,810,960,815
739,821,100,300,70,92,251,374,522,752
565,728,753,22,179,113,605,555,882,679
702,584,884,297,434,706,914,791,797,829
862,926,181,905,849,473,506,957,313,939
244,697,57,720,831,479,546,417,99,522
209,668,919,734,1,975,887,542,700,484
829,840,535,743,88,998,138,759,903,920
554,731,275,488,307,796,671,864,991,772
527,788,977,256,126,150,82,723,502,642
829,824,179,940,804,650,507,124,311,649
576,54,258,59,725,720,402,568,740,414
819,319,956,509,865,582,101,518,682,371
942,877,863,723,89,118,577,217,920,845
164,155,26,861,68,340,650,395,96,17
956,86,707,521,229,203,304,80,341,525
367,455,643,873,347,255,979,29,954,110
552,792,994,691,228,246,282,591,871,791
631,767,552,646,28,64,665,566,805,915
464,155,138,370,237,155,287,429,20,762
626,703,444,816,608,125,936,713,655,629
697,254,602,635,156,55,787,773,94,573
976,671,348,83,892,233,936,659,594,633
680,467,701,548,326,412,675,52,767,446
999,20,526,945,138,974,999,686,925,198
377,615,431,324,500,504,215,788,996,752
251,71,954,911,491,891,763,264,110,495
951,942,800,733,269,70,710,987,802,196
154,80,257,944,820,977,543,743,68,333
750,497,339,617,446,518,725,536,174,688
633,695,373,170,402,104,789,721,643,815
82,592,12,859,646,784,271,292,430,438
45,737,434,778,177,280,864,500,220,876
813,69,959,797,952,844,425,967,272,551
546,199,278,499,69,353,325,351,535,744
718,556,920,577,672,743,79,567,782,880
347,24,441,775,16,792,554,745,318,819
536,878,334,994,346,851,51,577,261,737
968,933,858,540,92,99,19,298,318,124
130,438,321,314,932,32,312,969,323,305
281,258,992,806,538,695,576,630,130,757
7,344,843,808,466,155,31,276,349,414
749,432,219,51,193,296,182,342,855,461
767,456,271,741,199,615,439,973,312,681
568,831,533,749,139,525,14,32,247,167
862,485,580,510,764,193,25,963,934,772
930,802,376,528,224,969,277,470,825,176
377,541,475,447,133,946,184,336,306,560
939,325,835,572,366,838,233,826,498,253
401,85,375,211,353,856,929,875,231,878
835,843,266,886,717,730,864,800,208,816
173,340,260,724,521,301,104,510,319,931
618,217,745,614,410,156,764,768,670,404
743,410,718,925,507,132,923,48,952,156
5,173,700,947,249,462,544,70,63,550
835,871,213,36,770,609,302,680,602,466
561,716,115,338,982,511,778,697,252,799
967,408,492,79,810,258,758,663,540,585
291,828,81,788,177,466,852,871,758,586
653,872,103,559,599,287,93,184,737,206
100,293,667,861,961,523,926,48,322,436
254,255,158,322,34,702,830,457,454,375
168,875,906,998,483,529,721,76,162,971
825,689,334,694,362,816,273,217,530,292
315,156,941,198,759,716,148,144,643,964
388,223,614,355,653,872,58,262,954,301
157,100,961,336,246,893,892,698,477,835
532,228,652,151,692,556,68,326,957,333
693,331,865,93,416,141,56,966,274,614
593,402,961,927,931,571,212,654,414,925
404,446,344,949,347,907,980,328,415,696
404,681,990,128,514,852,326,96,630,615
176,188,125,308,943,876,83,802,346,209
489,120,329,893,188,982,141,336,630,624
838,679,171,743,641,278,74,681,164,878
611,406,419,17,695,415,463,231,642,529
548,636,646,339,861,553,266,303,963,786
683,725,497,473,395,712,80,591,651,279
335,115,373,412,184,101,715,709,988,911
963,491,806,387,178,41,558,396,399,839
236,579,465,627,610,596,151,542,272,230
830,945,138,641,998,389,313,575,605,983
355,26,922,276,655,312,19,664,367,252
352,685,958,814,832,454,750,641,925,999
101,101,799,810,222,728,738,330,439,858
284,988,408,717,337,684,997,635,881,505
591,448,874,98,777,349,654,422,654,938
115,925,52,487,502,396,668,493,38,732
830,406,736,566,979,793,882,669,410,245
842,929,995,801,487,449,297,140,231,632
219,385,245,376,549,130,531,863,877,34
73,335,568,834,273,480,33,65,401,657
333,829,34,818,253,517,852,743,642,797
567,67,65,409,415,965,675,612,491,269
948,353,521,213,793,15,704,406,928,222
378,42,541,193,725,846,96,128,107,570
462,357,181,418,818,370,854,960,224,485
650,376,666,924,528,303,334,7,873,706
254,525,436,193,613,386,524,503,655,628
719,703,626,963,458,122,379,745,431,86
675,311,925,59,989,641,990,311,715,823
347,419,194,282,271,94,185,723,489,48
285,79,266,808,996,324,926,696,540,979
561,444,424,215,680,701,726,275,961,82
302,60,40,981,97,907,700,114,157,303
217,654,477,110,575,995,220,490,921,143
604,459,368,56,672,257,912,425,226,350
848,370,900,400,482,354,311,570,402,717
215,638,947,996,341,363,249,982,447,89
131,539,144,698,330,440,84,453,82,176
482,15,606,737,681,572,561,397,213,501
46,629,673,833,943,163,463,754,790,705
699,724,75,314,462,73,238,346,942,518
46,649,482,300,69,604,741,83,339,513
285,471,828,64,986,458,985,251,344,372
30,770,92,964,59,343,68,443,657,239
551,164,478,793,689,327,310,52,270,568
305,161,166,631,863,961,488,38,236,617
274,411,119,153,872,842,793,334,726,254
812,685,163,735,741,681,11,814,616,432
699,991,219,127,315,561,767,244,534,506
418,411,122,332,32,473,983,445,465,90
904,353,31,554,916,387,927,244,922,775
347,192,601,965,479,860,727,401,274,792
392,189,50,364,971,325,742,164,579,153
211,102,11,28,276,251,323,286,453,240
995,455,136,211,14,124,593,762,950,166
360,300,807,673,631,177,791,650,465,551
685,395,438,82,234,660,872,493,544,49
184,67,367,752,250,985,970,288,896,132
31,682,561,143,176,997,747,637,600,709
233,500,429,770,82,189,921,357,885,511
412,276,919,512,292,114,956,714,456,457
959,910,872,721,884,761,382,354,728,83
425,185,268,524,835,355,964,194,46,684
699,11,204,656,998,475,322,79,967,356
314,297,863,974,121,870,680,204,274,28
837,508,559,455,285,717,848,333,95,934
593,735,555,956,965,586,844,190,159,698
848,471,52,188,711,659,4,396,953,14
498,528,870,807,887,492,437,398,867,80
318,163,157,875,218,496,409,51,262,898
162,514,716,205,812,194,243,820,264,171
423,835,773,22,774,321,86,158,266,961
23,78,479,591,245,575,651,622,158,439
202,351,447,81,948,761,236,867,179,502
895,575,993,964,618,558,313,912,391,227
377,353,618,485,944,342,758,930,695,930
560,433,206,383,834,95,734,353,575,621
19,51,884,469,573,529,919,851,647,401
35,836,313,692,312,7,414,966,802,43
561,258,222,249,574,925,192,882,764,532
664,819,154,295,248,144,137,227,350,434
8,131,979,389,60,135,75,112,793,99
441,544,573,183,776,944,583,800,449,848
1,474,509,817,969,252,774,346,235,415
237,685,847,532,216,468,662,371,353,175
704,299,582,719,118,67,240,364,412,735
308,743,613,108,179,665,535,50,911,404
93,688,230,726,198,282,237,601,317,329
42,806,836,323,484,501,199,546,658,537
626,572,333,746,902,280,998,755,672,450
850,127,709,847,931,559,433,57,643,243
197,338,765,115,120,54,165,632,800,600
417,989,384,75,340,225,911,805,559,762
137,515,355,411,492,587,561,503,486,924
887,435,364,677,623,769,328,879,849,882
608,675,816,696,662,564,120,787,545,608
201,108,628,220,626,470,625,808,909,950
607,752,135,974,932,321,783,81,613,301
222,369,464,752,435,315,682,575,824,716
436,476,728,406,155,911,863,808,103,868
499,222,803,406,80,801,828,487,304,212
68,133,720,22,485,908,268,462,875,650
963,346,387,987,584,349,943,565,253,227
662,72,379,2,668,680,672,687,615,615
417,400,678,49,777,356,152,741,58,701
810,967,41,250,91,790,736,936,972,131
700,748,606,864,212,149,117,399,455,678
732,278,785,987,597,479,44,556,294,299
811,824,345,646,602,815,838,828,390,555
83,40,723,722,971,966,124,706,906,654
85,963,265,794,824,884,12,875,696,88
424,849,297,295,211,722,252,407,480,523
759,503,241,430,208,270,163,567,561,883
139,497,76,704,194,975,538,361,377,347
588,591,174,728,754,827,126,978,398,898
639,973,103,639,259,494,150,659,763,603
396,774,409,179,675,671,803,821,483,298
205,519,822,769,190,614,600,13,838,119
913,89,866,279,51,446,308,227,775,478
938,828,779,665,895,840,176,616,582,906
413,837,799,158,752,423,1,8,781,36
575,961,795,756,368,895,286,536,574,905
257,236,16,524,715,938,129,384,910,701
563,166,589,23,125,493,298,627,708,407
471,507,826,688,876,568,531,498,483,296
600,156,302,712,500,175,960,585,331,448
971,549,722,825,68,439,357,719,505,789
957,857,328,859,138,219,529,581,834,884
316,340,388,916,61,909,572,676,493,933
614,909,258,204,519,826,629,832,556,675
560,810,206,466,278,359,218,600,99,793
862,689,110,623,672,165,809,220,297,622
684,560,729,989,255,339,730,771,625,110
704,53,431,237,536,131,935,586,208,56
88,459,456,967,81,756,433,627,33,822
280,316,427,315,746,600,554,305,998,521
207,350,817,721,110,662,35,435,545,802
499,21,884,380,249,958,654,822,289,652
864,699,830,456,798,584,270,519,402,591
132,552,589,252,627,736,320,943,544,24
69,699,774,926,854,21,213,98,156,79
984,792,742,619,486,20,754,520,224,260
794,614,327,843,402,686,145,776,372,613
624,863,332,252,911,879,535,712,50,500
355,192,693,452,201,725,242,303,853,515
743,18,686,233,440,915,488,826,436,719
760,450,750,627,56,232,901,123,292,950
543,392,26,824,686,815,103,672,116,260
26,98,818,412,420,547,845,358,694,21
351,229,296,258,964,642,68,872,338,783
236,508,392,623,162,257,161,530,133,496
34,537,475,244,681,349,908,873,321,308
790,650,960,379,635,939,647,718,831,647
598,384,981,795,46,31,405,879,515,65
883,995,754,615,535,785,765,537,139,262
926,461,768,744,683,776,363,575,912,95
850,564,226,253,543,819,638,412,281,825
831,746,987,366,632,644,21,520,469,236
854,291,397,350,168,53,481,37,75,353
228,911,744,514,18,274,234,33,265,438
722,804,925,551,848,850,550,924,96,698
196,206,261,578,29,225,956,196,794,648
706,909,162,591,145,155,560,863,726,388
59,626,558,403,913,637,353,461,378,600
613,169,592,235,700,302,260,838,447,509
189,187,671,329,601,812,190,606,770,651
218,637,748,383,641,538,975,10,149,43
163,637,699,76,470,494,220,420,509,762
877,691,732,533,652,301,20,688,981,139
438,400,629,547,62,560,793,968,20,681
712,630,942,687,1,577,542,870,464,661
164,146,819,95,107,402,469,60,381,211
966,249,432,469,987,411,2,331,663,193
544,710,285,127,560,928,485,650,614,117
59,699,722,342,374,720,167,356,276,662
441,923,117,127,42,903,202,340,952,709
355,105,246,315,551,228,356,617,83,151
116,241,644,147,799,824,470,257,986,637
223,413,145,506,974,661,806,75,51,627
241,860,757,623,606,491,71,619,35,151
924,240,437,78,135,394,702,147,676,184
1000,963,221,993,632,573,755,225,929,930
508,413,279,103,711,100,764,598,73,14
148,851,995,533,80,744,851,564,284,834
971,960,852,506,417,399,270,612,280,131
574,296,367,496,347,349,142,278,715,583
369,360,129,963,398,338,340,345,473,91
597,215,125,587,844,356,489,338,200,173
633,69,747,163,361,262,865,223,713,176
89,190,505,750,898,666,352,135,498,209
420,887,127,311,238,767,458,299,97,322
947,55,486,357,374,915,478,553,312,637
960,615,106,36,487,416,66,750,430,707
790,791,453,942,342,857,102,34,166,589
102,999,100,708,870,473,116,332,430,297
851,267,942,506,85,109,99,391,316,728
616,326,106,740,334,329,7,815,19,337
17,415,166,78,44,877,285,312,563,65
771,856,192,903,622,459,946,167,958,601
60,877,662,558,402,858,289,873,210,122
616,57,420,402,320,488,151,506,228,980
202,225,513,385,880,316,129,846,357,820
327,142,900,242,894,845,527,397,301,481
826,198,95,451,266,163,748,491,711,92
8,521,309,387,119,515,873,918,962,905
105,45,501,501,456,788,230,804,477,926
777,974,511,629,868,557,979,813,428,735
67,729,918,595,70,73,29,253,310,321
438,958,558,889,961,609,693,598,418,833
898,494,600,426,547,553,345,724,996,797
503,914,524,703,318,962,151,313,214,754
294,458,644,56,499,554,488,489,662,377
443,994,214,507,71,798,821,671,86,510
868,88,4,338,956,676,260,428,331,176
957,408,358,723,269,64,128,960,41,385
278,392,130,99,585,962,624,807,105,247
384,981,527,61,508,866,474,445,591,897
636,388,775,876,976,41,758,946,675,939
178,788,992,752,421,45,734,957,415,217
606,517,676,294,36,857,729,736,128,74
575,133,980,891,337,537,948,764,688,791
595,295,193,7,392,616,421,581,622,835
356,761,845,966,412,977,599,210,652,595
855,821,608,920,92,609,722,94,165,111
419,606,299,420,968,173,901,525,5,699
547,82,939,651,837,266,262,826,44,717
379,421,506,88,32,150,88,443,882,192
541,926,870,350,221,91,863,731,550,629
27,965,234,188,285,42,446,784,802,137
160,41,740,40,415,41,266,433,762,963
551,938,772,598,401,437,129,312,123,221
612,162,196,433,896,707,984,733,792,325
828,325,628,839,186,52,671,227,647,787
28,168,614,340,833,856,536,345,352,648
4,905,604,757,221,36,382,471,420,229
905,19,67,45,611,285,36,241,35,951
694,893,787,402,667,541,754,265,718,536
755,276,92,811,962,112,39,966,447,445
491,450,195,247,51,505,953,753,793,682
459,959,776,114,11,736,646,995,402,691
542,556,485,171,215,435,996,373,216,204
221,361,301,83,27,742,136,596,204,503
521,170,168,65,237,591,388,737,487,241
995,37,466,23,148,422,2,906,608,927
630,864,596,158,205,98,999,791,591,81
774,518,520,552,116,150,400,582,210,565
356,320,264,759,485,358,715,755,982,187
267,425,640,922,470,242,993,570,759,575
144,462,133,125,844,436,422,761,917,369
853,892,734,895,290,875,26,332,806,283
6,242,676,730,31,50,629,328,199,757
367,407,44,273,319,984,177,540,598,255
409,947,808,65,609,419,821,475,560,102
80,246,597,337,198,936,782,850,399,588
122,807,817,222,636,757,859,5,258,275
119,395,28,574,677,711,14,796,243,41
92,164,349,549,777,279,100,654,542,481
844,205,714,155,118,136,845,893,665,293
395,204,91,638,662,143,820,774,471,158
280,549,246,2,593,883,745,121,185,517
269,315,638,963,134,453,841,331,190,733
630,893,478,485,932,797,337,878,607,296
775,709,894,497,535,8,701,229,187,156
604,799,553,376,81,1,379,41,92,228
703,148,751,627,469,212,342,228,918,700
700,550,744,307,418,931,619,689,708,503
889,798,896,773,883,417,998,43,38,50
710,654,201,290,120,894,382,249,821,232
271,405,433,299,437,894,663,548,220,896
265,694,741,953,760,152,216,735,994,387
12,964,174,621,298,753,280,850,631,289
606,382,934,649,835,541,580,644,274,85
957,182,122,332,650,878,727,648,796,667
321,123,306,626,583,308,728,730,855,48
315,999,1,537,834,434,23,803,69,823
343,490,444,151,143,677,889,958,785,1000
562,326,660,207,86,273,753,255,331,131
418,573,215,626,974,666,113,407,530,860
941,948,890,467,916,626,312,892,638,588
554,680,948,788,879,957,123,105,927,123
917,860,102,948,426,25,225,529,726,986
805,979,7,299,608,316,13,214,217,227
995,439,509,728,813,649,809,434,849,392
42,565,467,188,123,296,536,864,627,225
432,443,844,192,964,368,75,266,973,515
84,795,773,464,178,848,248,258,50,84
51,980,713,626,688,844,307,115,320,298
397,771,914,69,715,174,903,707,13,783
734,103,88,418,427,630,53,448,479,901
294,355,636,717,309,263,487,312,277,157
889,724,481,257,200,313,830,279,659,743
427,139,183,646,677,838,665,976,229,732
626,120,191,620,348,435,315,764,267,968
354,433,952,540,351,161,142,814,14,881
166,305,947,295,507,612,564,995,337,45
584,242,10,679,296,345,858,243,433,198
744,532,947,188,686,8,387,364,397,280
813,42,498,851,44,84,211,146,387,332
59,604,936,977,834,320,809,175,244,449
294,455,557,887,687,766,726,185,449,592
995,736,448,761,519,974,762,889,596,692
451,112,405,400,531,499,17,602,631,1
191,432,255,612,522,362,20,460,763,179
168,930,15,199,936,177,707,867,87,263
670,273,524,172,78,294,658,668,97,952
107,301,197,837,161,990,81,794,586,484
886,584,242,887,609,723,884,421,215,936
459,345,602,969,185,182,166,565,194,481
837,908,90,386,674,354,764,454,416,852
73,869,119,331,583,358,876,773,465,639
427,402,32,516,654,227,429,265,546,315
877,49,562,629,590,978,567,349,543,491
222,889,506,960,421,813,907,262,758,949
310,219,268,395,619,421,909,740,585,228
540,92,565,81,466,865,805,800,636,6
904,246,200,552,612,442,717,719,618,806
530,697,161,971,781,712,979,352,784,802
831,946,670,676,824,385,621,913,654,928
829,36,390,213,866,736,630,186,1,814
67,345,274,142,399,223,121,146,17,788
954,398,521,212,429,680,749,328,551,790
142,599,64,145,645,629,438,757,18,480
656,829,955,418,638,240,973,879,547,589
305,210,481,355,964,73,472,392,501,488
120,750,455,66,166,322,21,374,392,17
853,229,935,547,696,355,618,76,706,847
283,130,721,176,771,407,209,346,203,33
456,231,644,315,59,342,343,318,620,979
121,334,693,970,460,287,196,859,717,287
935,991,694,914,919,992,300,317,847,797
262,813,818,67,867,96,590,164,451,135
223,48,161,408,17,220,195,428,202,873
369,971,27,631,898,284,336,487,444,871
799,876,785,206,79,14,118,637,366,959
52,467,493,132,916,750,439,694,526,341
860,729,852,46,507,118,128,293,160,87
657,3,40,58,304,387,627,463,838,246
968,794,709,426,470,114,650,983,505,119
534,212,838,49,905,511,300,703,906,856
352,819,58,325,974,63,637,915,498,260
419,700,251,749,378,338,400,824,593,828
439,256,651,48,190,301,97,183,304,52
953,848,664,129,204,809,514,394,154,523
571,270,686,336,576,807,350,82,902,604
676,471,849,612,285,786,670,89,513,691
262,103,282,382,624,651,539,756,824,886
453,670,305,63,482,45,80,971,609,245
434,520,294,181,715,384,940,231,823,634
577,724,288,684,839,600,688,791,939,28
552,347,121,266,25,12,933,387,337,531
184,420,951,373,626,145,932,49,205,900
323,177,845,429,997,932,633,105,662,801
475,486,772,363,339,306,515,997,883,269
703,779,275,304,145,124,239,243,887,711
267,353,611,707,444,986,39,647,128,116
220,429,544,461,353,443,200,809,276,724
424,186,1,224,144,762,889,111,808,707
805,145,79,316,904,17,807,854,77,448
691,987,993,7,740,379,418,263,102,690
127,501,380,974,211,415,468,456,126,403
963,132,65,289,979,183,610,633,44,264
239,279,969,742,919,819,921,597,501,164
614,274,595,536,660,380,171,615,43,269
160,437,58,940,721,171,304,571,146,434
655,389,758,82,250,576,87,347,671,467
612,89,371,161,68,303,723,408,170,752
702,138,812,657,286,280,609,638,338,222
138,134,676,592,269,331,865,809,579,821
173,913,757,209,166,33,251,92,167,362
409,869,172,115,595,503,836,463,61,446
687,65,236,433,817,923,299,899,693,804
677,2,422,278,948,607,55,378,897,7
813,976,673,230,80,728,180,128,505,439
302,328,328,269,509,976,225,912,359,861
903,90,435,658,649,281,406,190,47,276
284,662,222,839,286,40,389,548,929,814
116,397,771,822,286,73,250,565,178,972
307,262,569,245,74,376,343,509,219,659
425,31,875,808,439,687,132,707,803,819
357,460,903,815,393,571,389,68,54,559
101,755,633,883,617,710,406,324,904,714
325,669,269,978,896,708,221,766,148,966
706,762,266,905,408,878,615,188,556,447
394,880,55,737,966,585,111,809,470,183
181,443,794,836,72,685,381,797,387,7
185,797,545,358,766,998,46,773,720,553
47,172,369,188,287,490,922,418,469,960
398,582,37,652,835,16,8,779,829,135
178,632,515,349,354,363,276,414,644,813
353,28,74,785,136,461,756,971,820,823
616,143,839,850,226,656,324,986,996,576
906,107,421,873,414,419,756,249,777,633
437,193,204,168,693,694,201,767,114,102
334,366,72,97,903,830,419,476,4,980
857,429,986,33,77,35,66,86,982,969
82,42,263,717,511,820,219,988,262,162
234,719,534,965,303,789,441,633,134,51
383,713,298,31,479,533,765,480,430,562
29,310,214,581,664,598,969,226,577,619
683,565,421,84,228,601,216,219,621,304
670,305,152,85,603,562,820,862,598,52
533,442,901,443,950,839,923,474,284,996
503,677,834,773,287,259,915,809,542,137
586,300,969,624,950,99,761,223,773,746
343,784,817,197,312,78,445,385,46,542
461,44,721,509,163,534,726,989,570,171
87,132,871,519,278,211,346,966,96,883
475,271,427,100,502,440,832,977,17,580
826,106,687,763,432,969,673,320,929,913
103,985,658,213,48,21,296,589,227,447
868,503,341,713,498,194,265,482,146,996
340,229,226,864,249,262,49,87,22,400
705,668,961,730,739,781,470,69,777,954
94,690,483,361,419,567,400,843,673,703
146,508,632,135,752,549,305,751,615,747
237,870,567,939,395,310,316,969,530,634
880,483,508,267,112,730,99,137,258,99
105,349,926,424,416,972,947,534,728,313
832,985,361,716,724,983,100,365,352,349
803,58,436,822,981,861,493,498,56,154
412,561,916,171,414,126,13,517,741,902
826,829,145,906,830,902,611,204,434,374
198,533,152,73,493,741,178,593,388,827
118,138,471,726,5,904,958,507,842,569
218,77,332,373,15,259,577,828,325,866
425,267,692,55,259,402,479,224,697,491
781,408,184,54,920,707,660,299,163,447
299,578,86,85,506,496,902,466,747,823
205,684,103,521,864,405,354,13,115,635
795,157,25,518,115,408,868,982,498,303
505,645,861,717,480,408,872,825,448,975
91,328,899,495,962,59,319,946,627,592
464,733,890,644,30,640,562,69,914,986
796,863,11,756,31,199,685,890,183,83
574,85,677,239,8,646,910,380,110,819
62,79,667,192,785,624,717,318,469,352
244,10,860,631,669,969,290,495,819,308
202,807,895,114,264,987,564,620,556,495
676,309,685,296,15,731,616,381,688,489
968,94,498,1,6,362,166,324,512,398
921,513,631,489,331,352,841,529,352,291
682,492,809,152,271,187,402,133,731,338
441,884,431,230,300,718,98,18,267,77
